id,Name,openingTime
1867,The Prime Rib Restaurant & Wine Cellar,"Mon, Thurs 10:30 am - 1:15 am / Tues 11:15 am - 1:45 am / Weds 8 am - 5:15 pm / Fri 4 pm - 12:30 pm / Sat - Sun 12:45 pm - 11:15 pm"
1868,Snake River Grill,"Mon - Tues 10:45 am - 4:45 pm / Weds, Fri 6:30 am - 10:45 am / Thurs 2:45 pm - 6 pm / Sat 3:45 pm - 12:30 pm / Sun 6:15 am - 10:15 am"
1869,Cafe Genevieve,"Mon, Fri 9:30 am - 12:30 pm / Tues 5:15 am - 12:45 pm / Weds 8:45 am - 9 am / Thurs 5:45 pm - 12:30 pm / Sat 9:15 am - 7 pm / Sun 9 am - 11:45 pm"
1870,Mural Room - Grand Teton Lodging Company,"Mon 11:45 am - 6:15 pm / Tues - Weds 11:45 am - 12 pm / Thurs 8 am - 10 am / Fri, Sun 3:45 pm - 10 pm / Sat 9 am - 4 pm"
1871,Local Restaurant and Bar,"Mon 9 am - 1 am / Tues, Fri 3 pm - 6:15 pm / Weds 5:15 am - 7:45 pm / Thurs, Sat 9 am - 9 pm / Sun 5:15 am - 8:30 am"
1872,Nikai Sushi,"Sun - Mon 11 am - 11:45 pm / Tues 1:30 pm - 11:30 pm / Weds 1:30 pm - 2:30 am / Thurs, Sat 3 pm - 2:15 am / Fri 7:15 am - 8:15 am"
1873,Jordan's Western Dining,"Mon - Tues 8:30 am - 4:15 pm / Weds 2:30 pm - 1:15 am / Thurs, Sun 8:15 am - 5:45 pm / Fri 12 pm - 1 pm / Sat 5:30 am - 11:30 am"
1874,Haydens Post,"Mon 6:30 am - 7:15 am / Tues, Thurs - Fri, Sun 1:30 pm - 7:15 pm / Weds, Sat 11:45 am - 3:30 am"
1875,Cole Creek Bar & Grill,"Mon, Weds, Fri 9 am - 5:15 pm / Tues, Thurs 12:30 pm - 3:30 pm / Sat 2:45 pm - 3:15 am / Sun 2 pm - 3:45 pm"
1876,Cowfish,"Mon, Weds 8:15 am - 2:15 am / Tues 10:15 am - 12:15 pm / Thurs 2 pm - 2:15 am / Fri 3 pm - 4:45 pm / Sat 4:15 pm - 6:30 pm / Sun 4:45 pm - 9:30 pm"
1877,8th Street at the Ivy,Mon - Thurs 6:45 am - 8:15 am / Fri 3 pm - 3 am / Sat 8:30 am - 12:45 pm / Sun 9:15 am - 9 pm
1878,The Granary Restaurant,"Sun - Mon, Weds 6:45 am - 6 pm / Tues, Thurs 3:30 pm - 2:45 am / Fri - Sat 2:45 pm - 5:30 pm"
1879,The Indian,"Mon, Thurs 11:45 am - 3:30 am / Tues - Weds 5 pm - 12:30 pm / Fri - Sat 6:45 am - 11:30 am / Sun 4:45 pm - 5:45 pm"
1880,Teton Pines Restaurant,Mon 10:15 am - 7 pm / Tues 2:15 pm - 7:30 pm / Weds 5:45 pm - 6:45 pm / Thurs 4 pm - 12:45 pm / Fri 12:45 pm - 4:45 pm / Sat 1 pm - 1:45 am / Sun 1:30 pm - 3 pm
1881,Million Dollar Cowboy Steakhouse,"Sun - Mon 5:30 pm - 8:15 pm / Tues, Thurs 8 am - 4:45 pm / Weds 6:30 am - 12:45 pm / Fri 11:45 am - 2:45 pm / Sat 1 pm - 11:30 pm"
1882,The Kitchen,"Sun - Mon 5:15 pm - 1:30 am / Tues - Weds, Sat 3:30 pm - 8 pm / Thurs 2:30 pm - 1:45 am / Fri 3 pm - 3:30 am"
1883,Nani's Ristorante & Bar,Mon 12:15 pm - 3 am / Tues 1:30 pm - 8:45 pm / Weds 6:45 am - 6:45 pm / Thurs 6:15 am - 2:30 am / Fri 8 am - 4:15 pm / Sat 1:30 pm - 4:15 pm / Sun 2:45 pm - 9:30 pm
1884,Club 27,Mon - Tues 5:30 am - 7:30 pm / Weds - Thurs 5:30 am - 9:45 am / Fri 2:15 pm - 7:15 pm / Sat 11:30 am - 4:30 pm / Sun 6:45 am - 3:45 am
1885,Raintree Restaurant,Mon 5:45 am - 8:30 am / Tues 10 am - 6:15 pm / Weds 8:30 am - 5:30 pm / Thurs 8:45 am - 4:30 pm / Fri 2:45 pm - 12:15 pm / Sat 5:30 am - 4:30 pm / Sun 5 pm - 12:15 pm
1886,Poppy's Italiano,Mon - Tues 5:45 am - 3:30 pm / Weds 7:15 am - 2 pm / Thurs 9:45 am - 8:30 pm / Fri 8:15 am - 10:30 pm / Sat - Sun 5 pm - 9:15 pm
1887,Marker 32,Mon 7:15 am - 10:30 am / Tues 6:30 am - 10:45 am / Weds 8:30 am - 10:15 pm / Thurs 5:15 am - 7:15 am / Fri - Sat 9 am - 3:15 am / Sun 11:30 am - 5:30 pm
1888,Kazu Japanese Restaurant,"Mon 10:30 am - 1:30 pm / Tues - Weds, Fri - Sat 8:15 am - 8:30 pm / Thurs 6:45 am - 8 pm / Sun 1 pm - 1:30 am"
1889,Horizons,"Mon, Weds 6 am - 6:30 pm / Tues 4:15 pm - 8:15 pm / Thurs 10:15 am - 12:15 pm / Fri 2:30 pm - 7:45 pm / Sat - Sun 11:15 am - 8:15 pm"
1890,Ocean 60,"Mon 5:30 pm - 3:30 am / Tues, Thurs 5:15 am - 6:15 am / Weds 4:30 pm - 7:15 pm / Fri 5:15 pm - 10:45 pm / Sat 5:15 am - 9 am / Sun 11 am - 5:45 pm"
1891,Bistro Aix,"Mon - Tues, Thurs 11:15 am - 9:30 pm / Weds 11:45 am - 10:45 pm / Fri, Sun 6:15 am - 6 pm / Sat 12:45 pm - 2:30 pm"
1892,Cantina Laredo - Jacksonville,"Mon 2:45 pm - 5:45 pm / Tues, Thurs 8:45 am - 8 pm / Weds 10:45 am - 11:15 am / Fri 6:30 am - 12 pm / Sat 7 am - 8 pm / Sun 10:45 am - 5:30 pm"
1893,Azurea at One Ocean,Mon 7:30 am - 4:45 pm / Tues 2:45 pm - 2 am / Weds 10:30 am - 1:30 am / Thurs 3 pm - 3:15 am / Fri 10:45 am - 6:45 pm / Sat 10:30 am - 2:15 am / Sun 3:15 pm - 1:30 am
1894,Restaurant Orsay,"Mon, Thurs 1:45 pm - 5 pm / Tues 11:45 am - 4:15 pm / Weds 9:45 am - 2:45 am / Fri 12:45 pm - 1:30 pm / Sat 7 am - 6:15 pm / Sun 2:15 pm - 4:45 pm"
1895,North Beach Fish Camp,"Mon - Weds, Fri 2:45 pm - 5 pm / Thurs 11:45 am - 4:15 pm / Sat 9 am - 3:30 am / Sun 5 am - 7 am"
1896,Old City House,"Mon 4 pm - 10:15 pm / Tues - Weds, Sat 2:30 pm - 8:30 pm / Thurs 10:15 am - 4 pm / Fri 5:30 am - 3:30 am / Sun 4 pm - 5 pm"
1897,David's Restaurant & Lounge,"Mon, Sat 11:15 am - 2:30 pm / Tues 4 pm - 9:15 pm / Weds 3:30 pm - 12:45 pm / Thurs 5 pm - 2:45 am / Fri 5 pm - 10:30 pm / Sun 5:45 pm - 6:15 pm"
1898,La Mancha,Mon - Tues 7 am - 1:15 pm / Weds 7:45 am - 3 am / Thurs 10:30 am - 1 pm / Fri 5:45 am - 3:30 pm / Sat 2:45 pm - 11:30 pm / Sun 11:45 am - 2 pm
1899,Cellar 6,Mon - Weds 5:45 pm - 3:45 am / Thurs 6:30 am - 11:30 am / Fri 6:30 am - 4:30 pm / Sat 12 pm - 6:30 pm / Sun 7:15 am - 12 pm
1900,J. Alexander's - Jacksonville,"Mon, Fri 12:15 pm - 1 pm / Tues 5:30 am - 10:15 pm / Weds 6 am - 1:30 pm / Thurs 10:45 am - 1:15 pm / Sat 9 am - 12 pm / Sun 8:45 am - 6:45 pm"
1901,801 Chophouse Leawood,"Mon, Weds - Thurs, Sat 7:15 am - 3:30 am / Tues 2:45 pm - 5 pm / Fri 8:15 am - 9:30 pm / Sun 5:45 pm - 1:15 am"
1902,EBT Restaurant,"Mon, Thurs 7 am - 2:15 am / Tues, Sat 10 am - 3:45 pm / Weds, Fri 5:15 pm - 3 am / Sun 12 pm - 1:15 am"
1903,Zocalo Mexican Cuisine & Tequileria,Mon 2 pm - 5:45 pm / Tues 9:30 am - 7:30 pm / Weds 4:45 pm - 12:15 pm / Thurs 7:30 am - 11:15 pm / Fri 2 pm - 2 am / Sat 3:45 pm - 5 pm / Sun 4:45 pm - 6:30 pm
1904,Real Jalisco - Northland,"Mon - Tues, Fri 5:45 pm - 12 pm / Weds 6 am - 11:45 am / Thurs 11:30 am - 1 pm / Sat 5:30 am - 6 pm / Sun 4:15 pm - 10 pm"
1905,Gaslight Grill,Mon 10:45 am - 6:15 pm / Tues 12:45 pm - 4:45 pm / Weds - Thurs 5:15 am - 12:15 pm / Fri 5:45 pm - 1:30 am / Sat 8:15 am - 6:15 pm / Sun 11:45 am - 9:15 pm
1906,Johnny Cascone's,"Mon - Tues 7:30 am - 10:15 pm / Weds, Fri 6:45 am - 9 am / Thurs 11:45 am - 8:30 pm / Sat 8:30 am - 4 pm / Sun 10:45 am - 10:15 pm"
1907,Vinotopia Restaurant and Bar,"Mon, Thurs 9:30 am - 11:45 am / Tues 5:15 am - 12:30 pm / Weds, Fri - Sat 6:30 am - 3:30 am / Sun 5:30 pm - 12:15 pm"
1908,Morton's Grille - Kansas City,Mon 5:45 pm - 10:45 pm / Tues - Weds 8:45 am - 5 pm / Thurs 8:45 am - 7:15 pm / Fri 6:30 am - 6:45 pm / Sat 11:15 am - 12:45 pm / Sun 6:15 am - 2 pm
1909,Grand Street Cafe,"Mon 4 pm - 2:15 am / Tues 6:15 am - 8:15 pm / Weds, Fri 5 am - 3:15 am / Thurs 1:15 pm - 12:45 pm / Sat 4:15 pm - 5:15 pm / Sun 10:15 am - 2:15 am"
1910,Bad Art Bistro,"Mon - Tues 5:15 pm - 1:30 am / Weds, Sat 11:30 am - 2:15 pm / Thurs 1:30 pm - 3:30 am / Fri 10:30 am - 12 pm / Sun 5:45 am - 12:45 pm"
1911,TEN at the Eldridge,"Mon, Weds 9:30 am - 3:30 am / Tues 6 am - 2 pm / Thurs 6:30 am - 9 am / Fri 7:30 am - 2:45 pm / Sat 4 pm - 9:45 pm / Sun 10:30 am - 5:30 pm"
1912,Johnny's Italian Steakhouse - Olathe,"Mon - Tues 5:45 pm - 12:30 pm / Weds, Fri - Sun 9:15 am - 11:30 am / Thurs 8 am - 3:30 pm"
1913,Paradise Diner,"Mon 4:15 pm - 7 pm / Tues 5 pm - 6:15 pm / Weds 4:15 pm - 9:15 pm / Thurs, Sat 7:30 am - 3:15 am / Fri 5:45 am - 3:30 am / Sun 7 am - 10 am"
1914,Sushi House,"Mon 12:30 pm - 2:45 am / Tues 1 pm - 2 am / Weds, Sun 5:15 pm - 12:15 pm / Thurs 10 am - 4 pm / Fri 4:15 pm - 12:30 pm / Sat 6:45 am - 2:30 pm"
1915,Blue Bird Bistro,"Mon - Tues 5:15 am - 9:30 pm / Weds 5:45 am - 7:30 pm / Thurs, Sat 9 am - 6:45 pm / Fri, Sun 2:15 pm - 4:15 pm"
1916,Webster House,"Mon 7:45 am - 7:45 pm / Tues 6 am - 1:30 am / Weds 5:30 am - 11:30 pm / Thurs, Sun 7:30 am - 10:45 pm / Fri 11:30 am - 12:15 pm / Sat 2 pm - 11:45 pm"
1917,Pig & Finch Gastropub,"Mon - Tues 3:45 pm - 10 pm / Weds, Sat 3:30 pm - 7 pm / Thurs 12:30 pm - 3:45 pm / Fri 5:30 pm - 1 am / Sun 6:45 am - 7:15 am"
1918,Newport Grill - OP,"Mon 5:15 am - 5:30 pm / Tues, Fri 2:15 pm - 8 pm / Weds 9:30 am - 1:30 pm / Thurs 7 am - 6:30 pm / Sat 11 am - 10:15 pm / Sun 5:15 am - 4:30 pm"
1919,Eighty Eight @ The Elms,"Mon 2 pm - 8:30 pm / Tues, Thurs 2:15 pm - 3:30 am / Weds 7:30 am - 8:30 pm / Fri 10:15 am - 4 pm / Sat - Sun 7:15 am - 3:30 am"
1920,Nara Kansas City,"Mon, Thurs 12:15 pm - 6 pm / Tues 9:45 am - 12 pm / Weds 10:45 am - 6:45 pm / Fri 5 pm - 12:15 pm / Sat 11 am - 4:30 pm / Sun 4 pm - 11:30 pm"
1921,801 Fish - Leawood,Mon - Tues 10:30 am - 7:15 pm / Weds - Thurs 10:30 am - 9 pm / Fri 5:30 pm - 11:30 pm / Sat 12:45 pm - 9 pm / Sun 3 pm - 2 am
1922,Elements,"Mon, Sat 10:45 am - 12 pm / Tues - Thurs 5 am - 9:15 am / Fri 11 am - 9:15 pm / Sun 10 am - 3 pm"
1923,Real Jalisco - Blue Springs,"Mon, Weds 5:30 pm - 6:30 pm / Tues, Thurs, Sat - Sun 8:30 am - 10:30 am / Fri 2 pm - 10:30 pm"
1924,Drunken Fish - Leawood,Mon 5:45 pm - 1:30 am / Tues 8:45 am - 9:30 pm / Weds - Thurs 7:30 am - 8:30 am / Fri 4:30 pm - 11:45 pm / Sat 8 am - 8:45 pm / Sun 7:45 am - 11 am
1925,Woodfire Grille,Mon 6:30 am - 1:15 am / Tues 3 pm - 1:45 am / Weds 8:30 am - 10 am / Thurs 5 pm - 9 pm / Fri - Sat 11:15 am - 1:30 pm / Sun 10:15 am - 11:30 am
1926,Sullivan's Steakhouse - Leawood,"Mon, Weds 5 am - 3:30 am / Tues 9 am - 10:30 pm / Thurs 7:15 am - 12:30 pm / Fri 5:45 am - 9 am / Sat 9:45 am - 10:45 pm / Sun 11:45 am - 3:45 am"
1927,The Burg & Barrel,"Mon, Fri 5:45 pm - 9:30 pm / Tues 6:15 am - 3:45 am / Weds 6:15 am - 10:15 pm / Thurs 10:30 am - 10 pm / Sat 2:15 pm - 3 pm / Sun 11 am - 11:15 pm"
1928,Cafe Verona,"Mon - Tues, Thurs 9 am - 12:15 pm / Weds 12:30 pm - 1:15 am / Fri 1:30 pm - 7:15 pm / Sat 5:30 am - 11:45 pm / Sun 10:30 am - 6:45 pm"
1929,Fridas Contemporary Mexican,Mon 2 pm - 8:15 pm / Tues 11 am - 7:45 pm / Weds 9:30 am - 10:45 am / Thurs 5:15 pm - 7:15 pm / Fri 11:30 am - 4:15 pm / Sat - Sun 1 pm - 12:30 pm
1930,RA Sushi Bar Restaurant - Leawood,"Mon, Weds 3 pm - 3 am / Tues, Fri 12 pm - 1:45 am / Thurs 3:15 pm - 2:45 am / Sat 3 pm - 6:15 pm / Sun 7 am - 4:15 pm"
1931,Affäre,"Mon, Fri 4:45 pm - 5:45 pm / Tues 4:45 pm - 6:15 pm / Weds - Thurs 8 am - 5:30 pm / Sat 9:30 am - 2:30 pm / Sun 3:45 pm - 1:30 am"
1932,4 Olives Restaurant,"Mon, Fri 11:30 am - 12:30 pm / Tues 5:30 pm - 3:15 am / Weds 9:30 am - 5:15 pm / Thurs 2:30 pm - 8:45 pm / Sat 5:30 am - 7:45 pm / Sun 7:30 am - 10 am"
1933,The Jacobson,"Mon - Weds, Fri 1:30 pm - 10:30 pm / Thurs 7:45 am - 12 pm / Sat 5:15 am - 3 pm / Sun 6:15 am - 2 pm"
1934,Coal Vines,"Mon, Thurs 3:30 pm - 5:15 pm / Tues 3:45 pm - 8:45 pm / Weds 5:30 pm - 2 am / Fri 9 am - 1 am / Sat 5:30 am - 1:45 am / Sun 2:30 pm - 9:30 pm"
1935,Story,"Mon 1:30 pm - 4 pm / Tues, Thurs 5:45 pm - 9 pm / Weds 8:30 am - 8:45 pm / Fri 6:15 am - 3 pm / Sat 11:45 am - 5 pm / Sun 11 am - 1 am"
1936,Collection,"Mon 5:15 am - 6 am / Tues, Fri, Sun 4 pm - 1 am / Weds 11:30 am - 3:30 am / Thurs 11:15 am - 2:30 am / Sat 1 pm - 2:45 am"
1937,Louie's Wine Dive - Kansas City,Mon 7:15 am - 8:30 am / Tues 9:30 am - 6 pm / Weds - Thurs 10:15 am - 4 pm / Fri 1:30 pm - 3:30 pm / Sat 7:30 am - 7 pm / Sun 6:30 am - 3:15 pm
1938,Gram & Dun,Mon - Tues 3:30 pm - 1:30 am / Weds 12:30 pm - 9 pm / Thurs 1 pm - 7:30 pm / Fri 4:45 pm - 1 am / Sat 3:15 pm - 10:15 pm / Sun 11 am - 2:45 am
1939,Siena Tuscan Steakhouse - Ambassador Hotel,"Mon, Weds 6:15 am - 4:15 pm / Tues, Sat 10 am - 2 am / Thurs 7:30 am - 2:15 am / Fri 7:30 am - 11:15 pm / Sun 7:30 am - 1:15 pm"
1940,Jax Fish House-Kansas City,"Mon, Thurs 5:45 pm - 7:45 pm / Tues - Weds 6 am - 9:15 pm / Fri 8:30 am - 5:30 pm / Sat 3 pm - 6:15 pm / Sun 3:15 pm - 5:15 pm"
1941,Golden Ox,Mon - Tues 5:15 pm - 3:45 am / Weds 12 pm - 11 pm / Thurs 4:30 pm - 10:30 pm / Fri 11:15 am - 1:45 am / Sat 11:15 am - 1:45 pm / Sun 10:15 am - 2 am
1942,The Classic Cup,"Mon 1:15 pm - 4 pm / Tues, Fri 12:15 pm - 1:45 am / Weds 2:30 pm - 10:30 pm / Thurs 8:15 am - 10:15 pm / Sat 11 am - 2 am / Sun 10:30 am - 11:15 am"
1943,Seasons 52 - Kansas City,"Sun - Tues, Thurs - Fri 10:15 am - 9 pm / Weds 12:30 pm - 3:30 pm / Sat 10 am - 7:30 pm"
1944,Rosso @ Hotel Sorella Country Club Plaza,Mon 5:45 am - 1:30 am / Tues 3:30 pm - 2:15 am / Weds - Thurs 8:15 am - 11:45 am / Fri 5 am - 11:15 pm / Sat 8:15 am - 10 am / Sun 5:30 am - 12:45 pm
1945,Wine Dive,Sun - Mon 12 pm - 7:30 pm / Tues 1:30 pm - 2:30 pm / Weds - Thurs 5:15 pm - 6:15 pm / Fri 6 am - 5:30 pm / Sat 2:45 pm - 10:45 pm
1946,Carma,"Mon 10:30 am - 6:30 pm / Tues 9:45 am - 3:15 am / Weds, Sun 4 pm - 10:15 pm / Thurs 7:15 am - 4:15 pm / Fri 9:15 am - 12 pm / Sat 3:45 pm - 11:30 pm"
1947,Rye,Mon - Thurs 5 pm - 3:15 am / Fri 12:15 pm - 7:15 pm / Sat 5:45 pm - 2 am / Sun 5:45 pm - 2:45 am
1948,Broadmoor Bistro - Broadmoor Technical Center,"Mon, Fri 9 am - 11:15 am / Tues - Weds, Sun 2:45 pm - 9:30 pm / Thurs 3:45 pm - 9:45 pm / Sat 8:30 am - 8:45 pm"
1949,The Westside Local,"Mon 2:30 pm - 4 pm / Tues 12:15 pm - 1:45 pm / Weds, Sat 1:45 pm - 3 am / Thurs 10:45 am - 2 am / Fri 5:15 pm - 9:45 pm / Sun 7 am - 9:30 pm"
1950,An Urban Table,Mon - Tues 4 pm - 5:15 pm / Weds 5:15 pm - 6:45 pm / Thurs 4:30 pm - 8:30 pm / Fri 3:30 pm - 3:15 am / Sat 12:30 pm - 2:45 pm / Sun 1:30 pm - 8:45 pm
1951,Buca di Beppo - Kansas City,Mon 1:30 pm - 3:30 am / Tues 11 am - 11:15 pm / Weds 9:45 am - 11:45 pm / Thurs 4:30 pm - 9:45 pm / Fri 5:15 pm - 3 am / Sat 5:30 pm - 9:45 pm / Sun 3:15 pm - 11:30 pm
1952,The Drop,Mon - Tues 7:45 am - 4:30 pm / Weds - Thurs 10:15 am - 2:45 pm / Fri 2 pm - 3:15 pm / Sat - Sun 5:15 pm - 6:15 pm
1953,Anthony's Restaurant,"Mon, Weds 11:15 am - 3:15 am / Tues 10:30 am - 9 pm / Thurs, Sun 1 pm - 3:30 am / Fri 1 pm - 12 pm / Sat 3:15 pm - 4 pm"
1954,Pachamama's,"Mon - Tues 4:15 pm - 7:15 pm / Weds - Thurs 7:45 am - 8:30 am / Fri, Sun 9:45 am - 6 pm / Sat 1 pm - 8:15 pm"
1955,Tannin Wine Bar and Kitchen,"Mon, Sat 11 am - 12:45 pm / Tues 1:15 pm - 9:30 pm / Weds 3:45 pm - 9:30 pm / Thurs 9 am - 3:30 pm / Fri 1:15 pm - 9:15 pm / Sun 7 am - 9:15 am"
1956,Newport Grill,"Mon 11:15 am - 3:15 pm / Tues 3:45 pm - 1:45 am / Weds, Sun 9 am - 1:45 am / Thurs 7:30 am - 6:45 pm / Fri 3:30 pm - 4:30 pm / Sat 2 pm - 7:15 pm"
1957,Harry's Restaurant,"Mon, Sat 11:15 am - 10:15 pm / Tues - Weds 10 am - 3:30 am / Thurs 2:30 pm - 3:45 pm / Fri 8:45 am - 7:30 pm / Sun 6:45 am - 7:15 pm"
1958,Julian,"Mon - Tues 8:30 am - 1 pm / Weds, Sat 1 pm - 12:45 pm / Thurs 8:15 am - 1:30 am / Fri 2:30 pm - 2:45 am / Sun 8 am - 10 pm"
1959,Tucson's Steakhouse,"Mon 8:45 am - 7:15 pm / Tues 12:30 pm - 8 pm / Weds 4 pm - 2:15 am / Thurs 5 pm - 3:45 am / Fri, Sun 1:15 pm - 6:30 pm / Sat 11:15 am - 8:30 pm"
1960,The Dubliner,Mon - Tues 1:15 pm - 3:30 pm / Weds 1:30 pm - 4:30 pm / Thurs 9:15 am - 6:30 pm / Fri 7:15 am - 1:15 pm / Sat 8:30 am - 12:30 pm / Sun 1:45 pm - 8:15 pm
1961,Michael Forbes Bar & Grille,Mon - Tues 5:15 pm - 11 pm / Weds 1:45 pm - 8:45 pm / Thurs - Fri 10:15 am - 12:30 pm / Sat 7:15 am - 8:30 am / Sun 3:45 pm - 6:15 pm
1962,Renee Kelly's Harvest,Mon 6:45 am - 8:30 pm / Tues 8:45 am - 1:45 pm / Weds 7:15 am - 2:45 am / Thurs - Fri 3:45 pm - 4:45 pm / Sat 4:30 pm - 11:45 pm / Sun 9 am - 11:30 am
1963,della Voce,"Mon - Tues, Thurs 8:30 am - 2:45 am / Weds, Fri 4 pm - 11:15 pm / Sat 6:15 am - 6:45 pm / Sun 5 pm - 12:30 pm"
1964,The Broadway Jazz Club,Mon 11:30 am - 11:45 pm / Tues - Weds 7:30 am - 8:15 am / Thurs 2:45 pm - 11:30 pm / Fri 5:45 am - 9:30 pm / Sat 2 pm - 5:15 pm / Sun 12:30 pm - 2:30 am
1965,Café Sebastienne,"Mon - Tues 7 am - 3:30 am / Weds, Fri - Sun 4:30 pm - 11:45 pm / Thurs 5 pm - 10:15 pm"
1966,Dodge House Restaurant,"Mon, Weds, Fri 9:45 am - 2:30 am / Tues 5:45 am - 8:15 am / Thurs 10:45 am - 2:15 pm / Sat 3:30 pm - 8:30 pm / Sun 3:45 pm - 5:30 pm"
1967,Carmen's Cafe - Brookside,Mon - Tues 4:30 pm - 6:45 pm / Weds 10 am - 5:30 pm / Thurs 9 am - 12:15 pm / Fri 5:45 pm - 2:45 am / Sat 3:15 pm - 5:15 pm / Sun 2:30 pm - 9:45 pm
1968,Café Trio,"Mon - Tues, Thurs 2 pm - 1:45 am / Weds, Fri 8:15 am - 5 pm / Sat 7:30 am - 9:30 am / Sun 10 am - 8:15 pm"
1969,Room 39 - Leawood,"Mon, Thurs 3 pm - 1:45 am / Tues 8 am - 3 pm / Weds, Sat 8:45 am - 3:45 am / Fri 4 pm - 2:45 am / Sun 5:45 pm - 7:15 pm"
1970,715,"Mon 12:15 pm - 3 am / Tues 5 am - 7 am / Weds 1:15 pm - 1 am / Thurs, Sat 10:15 am - 3:45 am / Fri 2:15 pm - 2 am / Sun 7:45 am - 1:30 am"
1971,Five21 - The Oread Hotel,"Mon, Thurs 11:45 am - 11:45 pm / Tues 5 am - 8:15 am / Weds, Fri 9 am - 10 am / Sat 5:45 pm - 7:45 pm / Sun 7:30 am - 4:15 pm"
1972,Aixois French Restaurant & Coffee Bar,"Mon 2:15 pm - 9:45 pm / Tues, Fri 5:45 pm - 7 pm / Weds, Sun 9:15 am - 11:45 pm / Thurs 4 pm - 12:30 pm / Sat 1:15 pm - 1:15 am"
1973,Kona Grill - Kansas City,"Mon, Thurs 6:30 am - 9:45 am / Tues 3 pm - 3:30 am / Weds 8:15 am - 2:45 pm / Fri 6:30 am - 3:30 pm / Sat 4:45 pm - 12:45 pm / Sun 6:45 am - 7:45 am"
1974,Accurso's Italian Restaurant,Mon - Weds 12:45 pm - 2:30 am / Thurs 1:30 pm - 3:15 pm / Fri 5:45 pm - 1:15 am / Sat 7:30 am - 4:45 pm / Sun 1:45 pm - 2 am
1975,The Summit Grill,"Mon, Fri 1:30 pm - 4:45 pm / Tues - Weds 1:15 pm - 12:45 pm / Thurs 11:15 am - 11:30 pm / Sat 9:30 am - 12:45 pm / Sun 11:30 am - 4 pm"
1976,Genovese,Mon - Tues 5:30 am - 8:30 am / Weds 12 pm - 3 am / Thurs 12:15 pm - 9:45 pm / Fri 3:15 pm - 5:45 pm / Sat 12:30 pm - 4:15 pm / Sun 6 am - 2:45 pm
1977,La Bodega - Leawood,"Mon - Tues, Thurs - Fri 11:30 am - 3 am / Weds 2 pm - 3:45 am / Sat 10 am - 3:15 pm / Sun 12:30 pm - 9 pm"
1978,Remedy Food + Drink,"Mon 4:15 pm - 2:30 am / Tues, Fri 1:15 pm - 3:15 pm / Weds, Sat 6 am - 12:30 pm / Thurs 11 am - 12:30 pm / Sun 4:30 pm - 8:30 pm"
1979,Tavern In The Village,"Mon 7:45 am - 12 pm / Tues, Sat 5:45 pm - 10:45 pm / Weds 12:15 pm - 8 pm / Thurs - Fri 5:45 pm - 12 pm / Sun 8:45 am - 4:30 pm"
1980,The Rieger Hotel Grill and Exchange,Sun - Mon 5:15 pm - 8:45 pm / Tues 5 pm - 6:45 pm / Weds - Thurs 11:45 am - 12 pm / Fri 5:15 pm - 1:15 am / Sat 5:30 am - 3:30 am
1981,Renaissance Cafe,"Mon - Tues 9:15 am - 12:45 pm / Weds 6:45 am - 4 pm / Thurs, Sat 5:45 pm - 11:15 pm / Fri 10:45 am - 1 pm / Sun 11:30 am - 7:30 pm"
1982,Ophelia's Restaurant,"Mon 11 am - 9:15 pm / Tues 2 pm - 11:15 pm / Weds, Fri 1 pm - 12 pm / Thurs, Sat 11 am - 3:30 pm / Sun 6:45 am - 9:45 pm"
1983,12 Baltimore,"Mon, Weds 5:15 am - 8:30 pm / Tues, Sat 1:30 pm - 3:45 pm / Thurs 7:45 am - 8:15 am / Fri 1:30 pm - 7 pm / Sun 12:45 pm - 6:15 pm"
1984,The Farmhouse - Kansas City,"Mon, Thurs 3:30 pm - 4 pm / Tues 11:45 am - 4:45 pm / Weds 5:45 am - 11:30 pm / Fri 10 am - 7 pm / Sat 12:15 pm - 3:30 pm / Sun 1:15 pm - 12:15 pm"
1985,Drunken Fish - Power & Light District,"Mon 3 pm - 11:30 pm / Tues, Sun 5 am - 8:30 pm / Weds 11 am - 1:30 am / Thurs 12 pm - 11:30 pm / Fri 8:30 am - 10 pm / Sat 12:15 pm - 6:45 pm"
1986,Tavern at Mission Farms,Mon - Tues 5 pm - 1:30 am / Weds 8 am - 10 pm / Thurs 11:15 am - 2 am / Fri - Sat 7:30 am - 2:15 am / Sun 5:45 am - 12:15 pm
1987,Cascone's,Mon 9:30 am - 3:15 pm / Tues 2:30 pm - 3 am / Weds 7:30 am - 7:45 pm / Thurs 5:45 am - 6:15 am / Fri 7:45 am - 4:45 pm / Sat 12:15 pm - 2:15 pm / Sun 3 pm - 9:15 pm
1988,Hereford House - Wichita,"Mon 8:30 am - 11:15 pm / Tues, Sun 4:30 pm - 5:15 pm / Weds 2:15 pm - 7:30 pm / Thurs 5 pm - 2:30 am / Fri - Sat 10:15 am - 11:30 am"
1989,Westport Cafe & Bar,Mon 10:45 am - 8:15 pm / Tues - Weds 8:45 am - 10:30 pm / Thurs 8 am - 11:30 pm / Fri - Sat 4:45 pm - 10 pm / Sun 7:45 am - 12:15 pm
1990,OP 1906,Sat - Mon 10:30 am - 8 pm / Tues 11:15 am - 2:15 pm / Weds - Thurs 9:45 am - 11 pm / Fri 6:30 am - 1:15 pm
